9	13	0,15979	-119,80715	0,1595	-119,809282	2020-04-06 06:35:15	12,353	8	239,249745248692
6	9	0,18299	-119,85558	0,18514	-119,85529	2020-04-06 06:35:20	14,867	26	241,234031322506
9	13	0,15979	-119,80715	0,159309	-119,809215	2020-04-06 06:35:20	14,371	7	235,763476661083
9	13	0,15979	-119,80715	0,159011	-119,809188	2020-04-06 06:35:25	15,414	8	242,605130174946
6	9	0,18299	-119,85558	0,184822	-119,85529	2020-04-06 06:35:25	15,261	24	206,245550139779
6	9	0,18299	-119,85558	0,184564	-119,85529	2020-04-06 06:35:30	11,488	27	177,96660627205
6	9	0,18299	-119,85558	0,184254	-119,85529	2020-04-06 06:35:35	12,358	25	144,202076881876
6	9	0,18299	-119,85558	0,183955	-119,85529	2020-04-06 06:35:40	15,27	24	112,043669751786
6	9	0,18299	-119,85558	0,183711	-119,85529	2020-04-06 06:35:45	14,432	26	86,4135638387752
6	9	0,18299	-119,85558	0,183408	-119,85529	2020-04-06 06:35:50	13,631	25	56,5700444943478
6	9	0,18299	-119,85558	0,1831	-119,85529	2020-04-06 06:35:55	14,73	25	34,4882031330266
6	9	0,18299	-119,85558	0,182844	-119,85529	2020-04-06 06:36:00	11,528	22	36,1024329533341
6	9	0,18299	-119,85558	0,182538	-119,85529	2020-04-06 06:36:05	16,942	22	59,7152101166567
6	9	0,18299	-119,85558	0,18226	-119,85529	2020-04-06 06:36:10	11,397	24	87,3428282319667
6	9	0,18299	-119,85558	0,181971	-119,85529	2020-04-06 06:36:15	11,803	24	117,806820368912
6	9	0,18299	-119,85558	0,181672	-119,85529	2020-04-06 06:36:20	14,921	24	150,06055562103
6	9	0,18299	-119,85558	0,18137	-119,85529	2020-04-06 06:36:25	18,083	24	182,999254749472
6	9	0,18299	-119,85558	0,181073	-119,85529	2020-04-06 06:36:30	16,094	21	215,585946898742
6	9	0,18299	-119,85558	0,1808	-119,85529	2020-04-06 06:36:35	13,053	24	245,642631885241
