9	9	0,18299	-119,85558	0,18096	-119,858895	2020-04-06 06:13:40	14,344	10	432,232486032085
9	9	0,18299	-119,85558	0,18096	-119,8586	2020-04-06 06:13:45	14,297	10	404,62132987838
9	9	0,18299	-119,85558	0,18096	-119,858332	2020-04-06 06:13:50	14,127	10	380,252954618132
9	9	0,18299	-119,85558	0,18096	-119,857749	2020-04-06 06:14:00	14,062	8	330,333410870803
9	9	0,18299	-119,85558	0,18096	-119,857423	2020-04-06 06:14:05	12,517	17	304,875210631026
9	9	0,18299	-119,85558	0,18096	-119,857175	2020-04-06 06:14:10	11,856	18	287,066005746009
9	9	0,18299	-119,85558	0,18096	-119,856843	2020-04-06 06:14:15	15,423	18	265,847811405085
9	9	0,18299	-119,85558	0,180764	-119,856773	2020-04-06 06:14:20	15,375	18	280,826316345859
9	9	0,18299	-119,85558	0,180512	-119,856751	2020-04-06 06:14:25	18,604	17	304,757505805592
9	9	0,18299	-119,85558	0,180434	-119,856574	2020-04-06 06:14:30	14,726	16	304,949160887267
9	9	0,18299	-119,85558	0,180393	-119,856259	2020-04-06 06:14:35	13,569	16	298,480101709915
9	9	0,18299	-119,85558	0,180385	-119,856009	2020-04-06 06:14:40	15,966	18	293,564378725319
9	9	0,18299	-119,85558	0,180206	-119,855925	2020-04-06 06:14:45	11,748	19	311,934564712619
9	9	0,18299	-119,85558	0,179893	-119,855883	2020-04-06 06:14:50	16,414	10	346,014902111887
9	9	0,18299	-119,85558	0,179649	-119,855875	2020-04-06 06:14:55	13,52	10	372,947600864684
9	9	0,18299	-119,85558	0,179562	-119,85569	2020-04-06 06:15:00	13,688	10	381,37239855001
9	9	0,18299	-119,85558	0,179349	-119,855343	2020-04-06 06:15:10	13,936	9	405,717500899949
9	9	0,18299	-119,85558	0,179261	-119,855109	2020-04-06 06:15:15	12,987	8	417,94029258502
9	9	0,18299	-119,85558	0,179061	-119,855043	2020-04-06 06:15:20	16,772	10	440,946518781424
9	9	0,18299	-119,85558	0,178778	-119,855014	2020-04-06 06:15:25	13,4	10	472,562694438671
17	6	0,1218	-119,9043	0,12528	-119,907047	2020-04-06 06:17:15	14,301	33	492,988367452487
17	6	0,1218	-119,9043	0,12528	-119,906754	2020-04-06 06:17:20	19,644	32	473,493115337661
17	6	0,1218	-119,9043	0,12528	-119,906183	2020-04-06 06:17:30	16,263	34	439,973360272202
17	6	0,1218	-119,9043	0,12528	-119,905841	2020-04-06 06:17:35	12,227	42	423,199618811599
17	6	0,1218	-119,9043	0,12528	-119,905309	2020-04-06 06:17:45	14,319	39	402,895234944799
17	6	0,1218	-119,9043	0,12528	-119,905018	2020-04-06 06:17:50	15,778	36	395,108628008845
17	6	0,1218	-119,9043	0,12528	-119,904722	2020-04-06 06:17:55	16,303	31	389,793065672322
17	6	0,1218	-119,9043	0,12528	-119,904392	2020-04-06 06:18:00	13,934	29	387,093540732867
17	6	0,1218	-119,9043	0,12528	-119,90411	2020-04-06 06:18:05	14,701	32	387,534653678346
17	6	0,1218	-119,9043	0,12528	-119,90386	2020-04-06 06:18:10	13,195	32	390,039072160636
17	6	0,1218	-119,9043	0,12528	-119,903565	2020-04-06 06:18:15	18,91	36	395,494927105462
17	6	0,1218	-119,9043	0,12528	-119,902692	2020-04-06 06:18:30	11,327	29	426,27053002942
17	6	0,1218	-119,9043	0,12528	-119,902394	2020-04-06 06:18:35	13,337	45	441,196175636245
17	6	0,1218	-119,9043	0,12528	-119,902061	2020-04-06 06:18:40	16,808	33	460,130698578271
17	6	0,1218	-119,9043	0,12528	-119,901767	2020-04-06 06:18:45	14,98	34	478,609352735965
17	6	0,1218	-119,9043	0,12528	-119,901539	2020-04-06 06:18:50	14,174	28	493,954413687104
9	13	0,15979	-119,80715	0,1595	-119,811616	2020-04-06 06:34:35	16,284	10	497,640478784791
6	9	0,18299	-119,85558	0,18746	-119,85529	2020-04-06 06:34:40	15,631	16	498,08623729203
9	13	0,15979	-119,80715	0,1595	-119,811333	2020-04-06 06:34:40	14,962	10	466,243030828888
