6	9	0,18299	-119,85558	0,183955	-119,85529	2020-04-06 06:35:40	15,27	24	112,043669751786
6	9	0,18299	-119,85558	0,183711	-119,85529	2020-04-06 06:35:45	14,432	26	86,4135638387752
6	9	0,18299	-119,85558	0,183408	-119,85529	2020-04-06 06:35:50	13,631	25	56,5700444943478
6	9	0,18299	-119,85558	0,1831	-119,85529	2020-04-06 06:35:55	14,73	25	34,4882031330266
6	9	0,18299	-119,85558	0,182844	-119,85529	2020-04-06 06:36:00	11,528	22	36,1024329533341
6	9	0,18299	-119,85558	0,182538	-119,85529	2020-04-06 06:36:05	16,942	22	59,7152101166567
6	9	0,18299	-119,85558	0,18226	-119,85529	2020-04-06 06:36:10	11,397	24	87,3428282319667
6	9	0,18299	-119,85558	0,181971	-119,85529	2020-04-06 06:36:15	11,803	24	117,806820368912
18	4	0,15109	-119,90952	0,152034	-119,90981	2020-04-06 06:49:10	14,528	19,4225446919175	109,809446011023
18	4	0,15109	-119,90952	0,151736	-119,90981	2020-04-06 06:49:15	12,858	18,0938715801329	78,737896613928
18	4	0,15109	-119,90952	0,151469	-119,90981	2020-04-06 06:49:20	15,639	9,63814036518668	53,0646155246133
18	4	0,15109	-119,90952	0,151221	-119,90981	2020-04-06 06:49:25	13,659	14,2281752535898	35,3838283911769
18	4	0,15109	-119,90952	0,150895	-119,90981	2020-04-06 06:49:30	15,27	20,7315853982193	38,8585167340139
18	4	0,15109	-119,90952	0,150599	-119,90981	2020-04-06 06:49:35	14,019	16,5122177783226	63,4084535129452
18	4	0,15109	-119,90952	0,150326	-119,90981	2020-04-06 06:49:40	16,768	11,1817643540081	90,8671039559103
18	4	0,15109	-119,90952	0,15004	-119,90981	2020-04-06 06:49:45	16,495	17,9577667863106	121,125905027592
38	1	0,15689	-119,9594	0,15718	-119,958399	2020-04-06 06:49:50	10,657	39	115,882690862394
38	1	0,15689	-119,9594	0,15718	-119,958709	2020-04-06 06:49:55	13,748	37	83,3277749604939
38	1	0,15689	-119,9594	0,15718	-119,958981	2020-04-06 06:50:00	18,191	40	56,6613906268036
38	1	0,15689	-119,9594	0,157375	-119,959068	2020-04-06 06:50:05	12,269	40	65,354638703427
38	1	0,15689	-119,9594	0,157658	-119,959099	2020-04-06 06:50:10	13,866	37	91,7222885968515
38	1	0,15689	-119,9594	0,157948	-119,959107	2020-04-06 06:50:15	14,844	44	122,072195717298
4	4	0,15109	-119,90952	0,150551	-119,910506	2020-04-06 07:07:45	15,99	9	124,95016229814
4	4	0,15109	-119,90952	0,150252	-119,910218	2020-04-06 07:07:55	13,986	14	121,271035087064
15	6	0,1218	-119,9043	0,1228	-119,904008	2020-04-06 07:09:10	15,684	20	115,838410615913
15	6	0,1218	-119,9043	0,122498	-119,904009	2020-04-06 07:09:15	13,134	15	84,0889977040837
15	6	0,1218	-119,9043	0,122186	-119,90401	2020-04-06 07:09:20	18,776	15	53,6848846891935
15	6	0,1218	-119,9043	0,12191	-119,90401	2020-04-06 07:09:25	14,852	13	34,4882888082618
15	6	0,1218	-119,9043	0,121625	-119,90401	2020-04-06 07:09:30	13,06	12	37,66285898365
15	6	0,1218	-119,9043	0,121335	-119,90401	2020-04-06 07:09:35	10,449	13	60,9369114420022
15	6	0,1218	-119,9043	0,121015	-119,90401	2020-04-06 07:09:40	14,078	13	93,0539187587858
15	6	0,1218	-119,9043	0,120769	-119,90401	2020-04-06 07:09:45	13,896	13	119,090784181558
15	6	0,1218	-119,9043	0,12068	-119,904211	2020-04-06 07:09:50	13,232	16	124,930899474983
2	4	0,15109	-119,90952	0,151995	-119,910183	2020-04-06 08:04:40	12,818	26,0356	124,746183398116
2	4	0,15109	-119,90952	0,151967	-119,909885	2020-04-06 08:04:45	16,43	26,03595	105,626580158762
2	4	0,15109	-119,90952	0,151791	-119,90984	2020-04-06 08:04:50	13,418	20,0363	85,685072793617
2	4	0,15109	-119,90952	0,151713	-119,909634	2020-04-06 08:04:55	15,587	24,03665	70,4246642620215
2	4	0,15109	-119,90952	0,151515	-119,909566	2020-04-06 08:05:00	13,486	23,037	47,5338455105015
2	4	0,15109	-119,90952	0,151415	-119,909317	2020-04-06 08:05:05	12,002	26,03735	42,6086583566687
2	4	0,15109	-119,90952	0,151206	-119,909261	2020-04-06 08:05:10	11,402	28,0377	31,555962746474
2	4	0,15109	-119,90952	0,150913	-119,909239	2020-04-06 08:05:15	13,625	25,03805	36,9276743982176
2	4	0,15109	-119,90952	0,150629	-119,909233	2020-04-06 08:05:20	15,123	20,0384	60,3829840571959
2	4	0,15109	-119,90952	0,150299	-119,90923	2020-04-06 08:05:25	12,798	30,03875	93,680020291886
2	4	0,15109	-119,90952	0,150241	-119,909018	2020-04-06 08:05:30	12,919	33,0391	109,672432828172
10	9	0,18299	-119,85558	0,183686	-119,855	2020-04-06 10:03:55	14,262	23	100,741164063093
10	9	0,18299	-119,85558	0,183393	-119,855	2020-04-06 10:04:00	17,24	16	78,532715127241
10	9	0,18299	-119,85558	0,183112	-119,855	2020-04-06 10:04:05	11,688	19	65,904038977064
10	9	0,18299	-119,85558	0,182512	-119,855	2020-04-06 10:04:15	16,775	16	83,5724801185598
10	9	0,18299	-119,85558	0,182262	-119,855	2020-04-06 10:04:20	15,494	19	103,499755624163
9	15	0,16849	-119,79033	0,167512	-119,79065	2020-04-06 11:51:40	14,76	10	114,421854354792
9	15	0,16849	-119,79033	0,167589	-119,790421	2020-04-06 11:51:45	12,096	10	100,696317902789
9	15	0,16849	-119,79033	0,167609	-119,790172	2020-04-06 11:51:50	15,962	10	99,5256570493493
9	15	0,16849	-119,79033	0,167617	-119,789882	2020-04-06 11:51:55	17,561	11	109,108871338104
49	12	0,20764	-119,81556	0,206934	-119,816152	2020-04-06 12:55:50	13,812	46	102,450023584972
49	12	0,20764	-119,81556	0,207217	-119,816144	2020-04-06 12:55:55	17,232	38	80,1823001418956
49	12	0,20764	-119,81556	0,207297	-119,815967	2020-04-06 12:56:00	16,713	43	59,1841015011144
49	12	0,20764	-119,81556	0,207524	-119,815889	2020-04-06 12:56:05	15,027	43	38,7902314009124
49	12	0,20764	-119,81556	0,20784	-119,815859	2020-04-06 12:56:10	15,85	43	39,9992467884814
49	12	0,20764	-119,81556	0,208091	-119,815853	2020-04-06 12:56:15	14,68	45	59,8027017473217
49	12	0,20764	-119,81556	0,208398	-119,815851	2020-04-06 12:56:20	15,502	41	90,2834245403751
49	12	0,20764	-119,81556	0,208467	-119,815673	2020-04-06 12:56:25	15,228	40	92,812655524733
49	12	0,20764	-119,81556	0,208659	-119,815608	2020-04-06 12:56:30	15,777	44	113,433266160806
10	9	0,18299	-119,85558	0,182567	-119,85529	2020-04-06 15:21:30	13,489	17	57,027729332141
10	9	0,18299	-119,85558	0,182855	-119,85529	2020-04-06 15:21:35	19,107	21	35,5691942220325
10	9	0,18299	-119,85558	0,183156	-119,85529	2020-04-06 15:21:40	14,334	19	37,1556045698284
10	9	0,18299	-119,85558	0,183756	-119,85529	2020-04-06 15:21:50	17,28	22	91,075034548765
10	9	0,18299	-119,85558	0,184008	-119,85529	2020-04-06 15:21:55	12,01	20	117,699875551325
47	4	0,15109	-119,90952	0,15022	-119,910187	2020-04-06 16:35:40	15,949	46	121,898546117637
47	4	0,15109	-119,90952	0,15022	-119,9099	2020-04-06 16:35:45	14,297	44	105,564869292553
47	4	0,15109	-119,90952	0,15022	-119,909586	2020-04-06 16:35:50	14,912	39	97,0175548962627
47	4	0,15109	-119,90952	0,15022	-119,909358	2020-04-06 16:35:55	15,493	41	98,4024092057667
47	4	0,15109	-119,90952	0,15022	-119,909057	2020-04-06 16:36:00	14,939	41	109,585830106771
49	12	0,20764	-119,81556	0,208069	-119,814631	2020-04-06 16:44:00	18,037	46	113,781842139214
49	12	0,20764	-119,81556	0,207962	-119,814899	2020-04-06 16:44:05	13,942	43	81,756575087548
49	12	0,20764	-119,81556	0,207732	-119,814957	2020-04-06 16:44:10	12,488	40	67,826008355685
49	12	0,20764	-119,81556	0,207669	-119,815173	2020-04-06 16:44:15	13,343	38	43,1528056385217
49	12	0,20764	-119,81556	0,20749	-119,815227	2020-04-06 16:44:20	14,022	39	40,6108994700999
49	12	0,20764	-119,81556	0,207392	-119,81546	2020-04-06 16:44:25	11,851	36	29,7337536988223
49	12	0,20764	-119,81556	0,207199	-119,815518	2020-04-06 16:44:30	13,123	36	49,2588472093943
49	12	0,20764	-119,81556	0,207113	-119,815724	2020-04-06 16:44:35	13,648	41	61,3716061410401
49	12	0,20764	-119,81556	0,20691	-119,815799	2020-04-06 16:44:40	13,377	42	85,411909030675
49	12	0,20764	-119,81556	0,206612	-119,815834	2020-04-06 16:44:45	13,985	39	118,299017349919
